,CFOP,NCM,cEAN,cEANTrib,cProd,indTot,qCom,qTrib,uCom,uTrib,vProd,vUnCom,vUnTrib,xProd,comb,CEST,nItemPed,indEscala,EXTIPI,xPed,vDesc,cBenef,nFCI,med,vOutro,vFrete,rastro
5360,5101,70052900,0,0,29955,1,2.0400,2.0400,M2,M2,250.00,122.5490196078,122.5490196078,VIDRO INCOLOR 4MM REPOSICAO,0,2804300,1,0,0,0,0,0,0,0,0,0,0
5361,5101,70052900,0,0,30813,1,1.5000,1.5000,M2,M2,180.00,120.0000000000,120.0000000000,VIDRO MINI BOREAL REPOSICAO,0,2804300,2,0,0,0,0,0,0,0,0,0,0
5362,5405,73089010,0,0,12205,1,1.0000,1.0000,PC,PC,13.80,13.80,13.80,TAMPA P/ELETROCALHA 100 LISA - GEN,0,0,0,0,0,0,0,0,0,0,0,0,0
5363,5405,73089010,0,0,5332,1,1.0000,1.0000,UN,UN,37.69,37.69,37.69,ELETROCALH 100X 100 PERF. CH22 - GL CEMAR - Cod: 938906,0,0,0,0,0,0,0,0,0,0,0,0,0
5364,5102,84818011,SEM GTIN,SEM GTIN,0023141,1,1.0000,1.0000,UN,UN,29.50,29.5000000000,29.5000000000,"VALVULA LAVAT. CR. 7/8"" MEBER",0,0,0,0,0,0,0,0,0,0,0,0,0
5365,5405,39174090,SEM GTIN,SEM GTIN,0022816,1,1.0000,1.0000,UN,UN,6.80,6.8000000000,6.8000000000,SIFAO SANF. UNIV. 72CM,0,0,0,0,0,0,0,0,0,0,0,0,0
5366,5405,84818019,SEM GTIN,SEM GTIN,0024168,1,1.0000,1.0000,UN,UN,129.00,129.0000000000,129.0000000000,KIT ENT./SAIDA CXA ACOP. DUO 9562,0,0,0,0,0,0,0,0,0,0,0,0,0
5367,5405,40069000,SEM GTIN,SEM GTIN,0022411,1,1.0000,1.0000,UN,UN,9.80,9.8000000000,9.8000000000,ANEL VEDACAO VASO S/ GUIA,0,0,0,0,0,0,0,0,0,0,0,0,0
5368,5405,74153300,SEM GTIN,SEM GTIN,0023485,1,1.0000,1.0000,JG,JG,8.50,8.5000000000,8.5000000000,PARAFUSO SANIT. LATON. 10MM,0,0,0,0,0,0,0,0,0,0,0,0,0
5369,5933,68091900,0,0,19,1,14.0000,14.0000,M2,M2,1442.00,103.0000,103.0000,PAREDE DE GESSO COM ISOLAMENTO ACUSTICO,0,0,0,0,0,0,0,0,0,0,0,0,0
5370,5933,68091900,0,0,19,1,14.0000,14.0000,M2,M2,1302.00,93.0000,93.0000,MATERIAL APLICADO EM SERVIÃOS,0,0,0,0,0,0,0,0,0,0,0,0,0
5371,6108,85235990,0,0,14417-M3-23,1,4.0000,4.0000,UN,UN,6800.00,1700.0000000000,1700.0000000000,Lic Veritas Netback Client App And DB Tier 1 RW Es 12M Gov,0,0,0,0,0,0,0,0,0,0,0,0,0
5372,6108,85235990,0,0,13102-M3-23,1,2.0000,2.0000,UN,UN,2600.00,1300.0000000000,1300.0000000000,Lic Veritas Netback Client App And DB Tier 2 RW Es 12M Gov,0,0,0,0,0,0,0,0,0,0,0,0,0
5373,6108,85235990,0,0,13346-M3-23,1,2.0000,2.0000,UN,UN,3200.00,1600.0000000000,1600.0000000000,Lic Veritas Netback Enterprise Tier 1 RW Es 12M Gov,0,0,0,0,0,0,0,0,0,0,0,0,0
5374,6108,85235990,0,0,11142-M3-23,1,5.0000,5.0000,UN,UN,8500.00,1700.0000000000,1700.0000000000,Lic Veritas Netback Option Lib Base Per Drive RW 12M Gov,0,0,0,0,0,0,0,0,0,0,0,0,0
5375,6108,85235990,0,0,12250-M3-23,1,1.0000,1.0000,UN,UN,3630.00,3630.0000000000,3630.0000000000,Lic Veritas Netback Enter Server Tier 2 RW Es 12M GOV,0,0,0,0,0,0,0,0,0,0,0,0,0
5376,6108,85235990,0,0,13124-M3-23,1,2.0000,2.0000,UN,UN,4400.00,2200.0000000000,2200.0000000000,Lic Veritas Netback Opt Sh St Opt Xp 1 Dr RW Es 12M Gov,0,0,0,0,0,0,0,0,0,0,0,0,0
5377,6108,85235990,0,0,14410-M3-23,1,2.0000,2.0000,UN,UN,3200.00,1600.0000000000,1600.0000000000,Lic Veritas Netback Server Tier 2 RW Es 12M  Gov,0,0,0,0,0,0,0,0,0,0,0,0,0
5378,6108,85235990,0,0,11466-M3-23,1,19.0000,19.0000,UN,UN,17670.00,930.0000000000,930.0000000000,Lic Veritas Netback Std Client Server RW Es 12M Gov,0,0,0,0,0,0,0,0,0,0,0,0,0
5379,5403,85423190,0,0,05,1,6.0000,6.0000,UN,UN,810.00,135.0000000000,135.0000000000,LAMPADAS MON LCD PAT 29546 30635 30824,0,0,0,0,0,0,0,0,0,0,0,0,0
5380,5403,85423190,0,0,05,1,1.0000,1.0000,UN,UN,107.00,107.0000000000,107.0000000000,COMPONENTES ELETRONICOS PAT 29546,0,0,0,0,0,0,0,0,0,0,0,0,0
5381,5403,85076000,0,0,012,1,1.0000,1.0000,UN,UN,419.00,419.0000000000,419.0000000000,TECLADO NOTEBOOK PAT 30046,0,0,0,0,0,0,0,0,0,0,0,0,0
5382,5403,85044021,0,0,013,1,1.0000,1.0000,UN,UN,609.00,609.0000000000,609.0000000000,PLACA MAE NOTEBOOK 31170,0,0,0,0,0,0,0,0,0,0,0,0,0
5383,5405,39191020,0,0,13020,1,1.0000,1.0000,PC,PC,6.99,6.99000000,6.99000000,FITA ISOLANTE IMPERIAL 18MMX10M BR,0,0,0,0,0,0,0,0,0,0,0,0,0
5384,5405,39191020,0,0,16531,1,1.0000,1.0000,PC,PC,6.99,6.99000000,6.99000000,FITA ISOLANTE TEMFLEX 18MMX10M VM403,0,0,0,0,0,0,0,0,0,0,0,0,0
5385,5405,39191020,0,0,64801,1,1.0000,1.0000,PC,PC,6.99,6.99000000,6.99000000,FITA ISOLANTE TEMPLEX 18MMX10M VD,0,0,0,0,0,0,0,0,0,0,0,0,0
5386,5405,39191020,0,0,16530,1,1.0000,1.0000,PC,PC,6.99,6.99000000,6.99000000,FITA ISOLANTE TEMFLEX 18MMX10M AZ,0,0,0,0,0,0,0,0,0,0,0,0,0
5387,5405,85365090,0,0,80140,1,1.0000,1.0000,PC,PC,4.50,4.50000000,4.50000000,INTER  CAMPANHIA  EXT BR PERLEX,0,0,0,0,0,0,0,0,0,0,0,0,0
5388,5405,85311090,0,0,66519,1,1.0000,1.0000,PC,PC,10.90,10.90000000,10.90000000,CAMPAINHA CIGARRA DE SOBREPOR 16900 CZ,0,0,0,0,0,0,0,0,0,0,0,0,0
5389,5405,39191020,0,0,13038,1,1.0000,1.0000,PC,PC,6.99,6.99000000,6.99000000,FITA ISOLANTE IMPERIAL 18MMX10M AM,0,0,0,0,0,0,0,0,0,0,0,0,0
5390,6949,84439933,191628452200,191628452200,CLT-C603L-SI,1,3.0000,3.0000,UN,UN,435.87,145.2900000000,145.2900000000,CLTC603LXAZ CARTUCHO DE TONER CIANO 10K PAGINAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
5391,6949,84439933,191628464067,191628464067,CLT-K603L-SI,1,6.0000,6.0000,UN,UN,946.20,157.7000000000,157.7000000000,CLTK603LXAZ CARTUCHO DE TONER PRETO 15K PAGINAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
5392,6949,84439933,191628464111,191628464111,CLT-M603L-SI,1,4.0000,4.0000,UN,UN,575.72,143.9300000000,143.9300000000,CLTM603LXAZ CARTUCHO DE TONER MAGENTA 10K PAGINAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
5393,6949,84439933,191628464166,191628464166,CLT-Y603L-SI,1,4.0000,4.0000,UN,UN,578.04,144.5100000000,144.5100000000,CLTY603LXAZ CARTUCHO DE TONER AMARELO 10K PAGINAS,0,2101800,0,0,0,0,0,0,0,0,0,0,0
5394,5405,27101932,0,0,LB5W30T,1,6.0000,6.0000,PC,PC,236.46,39.41000,39.41000,OLEO 5W30 *GRANEL*,0,0,0,0,0,0,1.05,0,0,0,0,0,0
5395,5405,84212300,0,0,BE8Z/    6731/AB/,1,1.0000,1.0000,PC,PC,44.00,44.00000,44.00000,FILTRO OLEO,0,0,0,0,0,0,0.19,0,0,0,0,0,0
5396,5405,84212990,0,0,2M5Z/    9155/CA/,1,1.0000,1.0000,PC,PC,49.50,49.50000,49.50000,FILTRO COMB.,0,0,0,0,0,0,0.22,0,0,0,0,0,0
5397,5102,96082000,0,0,351,1,1200.0000,1200.0000,UND,UND,1200.00,1.0000,1.0000,"CANETA MARCA TEXTO,( 480 AMAR. 360 VERDE. 180 ROSA.180 LARANJA ) LYKE",0,0,0,0,0,0,0,0,0,0,0,0,0
5398,5102,35061090,0,0,331,1,48.0000,48.0000,UND,UND,49.44,1.0300,1.0300,"COLA BRANCA, PVA. 90G, MAXICOLA,FRAMA",0,0,0,0,0,0,0,0,0,0,0,0,0
5399,5102,96081000,0,0,4764,1,4000.0000,4000.0000,UND,UND,1640.00,0.4100,0.4100,"CANETA ESFEROG. AZUL, ECONOMIC,COMPACTOR",0,0,0,0,0,0,0,0,0,0,0,0,0
5400,5102,82141000,0,0,1690,1,240.0000,240.0000,UN,UN,172.80,0.7200,0.7200,"APONTADOR METAL , TRIANGULAR, LYKE",0,0,0,0,0,0,0,0,0,0,0,0,0
5401,5102,96081000,0,0,5397,1,250.0000,250.0000,UND,UND,102.50,0.4100,0.4100,"CANETA ESFEROG. VERMELHA ECONOMIC,COMPACTOR",0,0,0,0,0,0,0,0,0,0,0,0,0
5402,5102,96081000,0,0,5698,1,250.0000,250.0000,UN,UN,105.00,0.4200,0.4200,"CANETA ESFEROG. PRETA ECONOMIC,COMPACTOR",0,0,0,0,0,0,0,0,0,0,0,0,0
5403,5102,96082000,0,0,2526,1,60.0000,60.0000,UN,UN,100.80,1.6800,1.6800,"PINCEL ATOMICO ( 12 PRETO, 24 AZUL,12 VERMELHO, 12 VERDE),COMPACTOR",0,0,0,0,0,0,0,0,0,0,0,0,0
5404,5102,38210000,0,0,10288,1,4.0000,4.0000,CX,CX,300.00,75.0000000000,75.0000000000,INDICADOR BIOLOGICO CLEAN-TEST,0,0,0,0,0,0,0,0,0,0,0,0,0
5405,5102,30064011,0,0,6368,1,1.0000,1.0000,UN,UN,32.00,32.0000000000,32.0000000000,CIMENTO FOSFATO DE ZINCO PO + LIQ.,0,1300102,0,0,0,0,0,0,0,0,0,0,0
5406,5102,37079010,0,0,2,1,24.0000,24.0000,FR,FR,364.80,15.2000000000,15.2000000000,FIXADOR PARA RX,0,0,0,0,0,0,0,0,0,0,0,0,0
5407,5102,34029090,0,0,1555,1,6.0000,6.0000,UN,UN,348.30,58.0500000000,58.0500000000,LIMPADOR P/AUTOCLAVE LITRO,0,0,0,0,0,0,0,0,0,0,0,0,0
5408,5929,32091010,7891260440681,7891260440681,000000000089848864,1,1.0000,1.0000,UN,UN,289.90,289.9000000000,289.9000000000,Latex pva suvinil 20l branco,0,2400100,0,0,0,0,0,0,0,0,0,0,0
5409,5929,96034090,3276000218456,3276000218456,000000000089427135,1,1.0000,1.0000,UN,UN,9.99,9.9900000000,9.9900000000,PINCEL PPAREDE DEXTER 70MM,0,0,0,0,0,0,0,0,0,0,0,0,0
5410,5929,96034090,3276000218456,3276000218456,000000000089427135,1,1.0000,1.0000,UN,UN,9.99,9.9900000000,9.9900000000,PINCEL PPAREDE DEXTER 70MM,0,0,0,0,0,0,0,0,0,0,0,0,0
5411,5929,96034090,3276000218456,3276000218456,000000000089427135,1,1.0000,1.0000,UN,UN,9.99,9.9900000000,9.9900000000,PINCEL PPAREDE DEXTER 70MM,0,0,0,0,0,0,0,0,0,0,0,0,0
5412,5929,39269090,7893946069667,7893946069667,000000000087253453,1,1.0000,1.0000,UN,UN,32.90,32.9000000000,32.9000000000,SUPORTE PLIXA MANUAL 225X80X75MM VONDER,0,1002000,0,0,91,0,0,0,0,0,0,0,0
5413,5929,32141020,7891260028704,7891260028704,000000000085427573,1,5.0000,5.0000,UN,UN,424.50,84.9000000000,84.9000000000,Massa corrida suvinil 28kg,0,0,0,0,0,0,0,0,0,0,0,0,0
5414,5929,32091010,7891260028575,7891260028575,000000000085425872,1,1.0000,1.0000,UN,UN,89.90,89.9000000000,89.9000000000,Selador acrilico suvinil 18l,0,2400100,0,0,0,0,0,0,0,0,0,0,0
5415,5101,94033000,SEM GTIN,SEM GTIN,CFOP5101,1,1.0000,1.0000,un,un,98.00,98.000000,98.000000,armario para frigobar,0,0,0,0,0,0,0,0,0,0,0,0,0
5416,5101,94033000,SEM GTIN,SEM GTIN,CFOP5101,1,1.0000,1.0000,un,un,180.00,180.000000,180.000000,armario aereo,0,0,0,0,0,0,0,0,0,0,0,0,0
5417,5101,94033000,SEM GTIN,SEM GTIN,CFOP5101,1,1.0000,1.0000,un,un,65.00,65.000000,65.000000,prateleiras,0,0,0,0,0,0,0,0,0,0,0,0,0
5418,5405,70071900,0,0,101.229,1,3.0000,3.0000,UN,UN,1740.00,580.0000,580.0000,LOUSA DE VIDRO,0,0,0,0,0,0,0,0,0,0,0,0,0
5419,5405,70071900,0,0,101.249,1,1.0000,1.0000,UN,UN,410.00,410.0000,410.0000,Mural de Vidro Temperado,0,0,0,0,0,0,0,0,0,0,0,0,0
5420,6922,49029000,0,0,000000000041696893,1,1.0000,1.0000,EA,EA,965.20,965.2000000000,965.2000000000,REVISTA DTO CONST INTERN ASSINATURA SUB -,0,0,0,0,0,0,0,0,0,0,0,0,0
5421,6922,49029000,0,0,000000000041696895,1,1.0000,1.0000,EA,EA,2533.13,2533.1300000000,2533.1300000000,REVISTA PROCESSO ASSINATURA SUB -,0,0,0,0,0,0,0,0,0,0,0,0,0
5422,6922,49029000,0,0,000000000042013570,1,1.0000,1.0000,EA,EA,1357.00,1357.0000000000,1357.0000000000,REVISTA DTO TRIB CONTEMP ASSINATURA SUB -,0,0,0,0,0,0,0,0,0,0,0,0,0
5423,6922,49029000,0,0,000000000041696742,1,1.0000,1.0000,EA,EA,2500.00,2500.0000000000,2500.0000000000,REVISTA TRIBUNAIS ASSINATURA SUB -,0,0,0,0,0,0,0,0,0,0,0,0,0
5424,5405,74122000,7897210428167,7897210428167,007125,1,1.0000,1.0000,UN,UN,82.00,82.00000000,82.00000000,VALVULA MICTORIO C/ MANGOTE FLEXIVEL 190901-61 [BLUKIT],0,1006500,0,0,0,0,0,0,0,0,0,0,0
5425,5405,84818019,7891461037321,7891461037321,007921,1,1.0000,1.0000,UN,UN,16.00,16.00000000,16.00000000,TECLA P/ VALVULA DOCOL BEGE [DOCOL],0,0104800,0,0,0,0,0,0,0,0,0,0,0
5426,5405,39174090,7898550251514,7898550251514,000136,1,1.0000,1.0000,UN,UN,10.30,10.30000000,10.30000000,"SIFAO EXTENSIVO SIMPLES 1,50MT [BLUKIT]",0,1000600,0,0,0,0,0,0,0,0,0,0,0
5427,5405,84818011,0,0,003378,1,1.0000,1.0000,UN,UN,21.13,21.13000000,21.13000000,VALVULA PIA AMERICANA 4.1/2 [G],0,0104800,0,0,0,0,0,0,0,0,0,0,0
5428,5405,39174090,0,0,001635,1,2.0000,2.0000,UN,UN,36.00,18.00000000,18.00000000,LUVA CORRER AGUA SOLDAVEL 40MM [G.],0,1000600,0,0,0,0,0,0,0,0,0,0,0
5429,5405,39209990,7898550258735,7898550258735,008476,1,1.0000,1.0000,UN,UN,11.90,11.90000000,11.90000000,FITA VEDA ROSCA 18MM X 50MT [BLUKIT],0,1000900,0,0,0,0,0,0,0,0,0,0,0
5430,5405,84818019,0,0,004428,1,1.0000,1.0000,UN,UN,37.00,37.00000000,37.00000000,ACABAMENTO VALVULA DOCOL ABS BRANCO 185 [MIXPLASTIC],0,1007900,0,0,0,0,0,0,0,0,0,0,0
5431,5405,39172300,7891960405126,7891960405126,002419,1,1.0000,1.0000,UN,UN,8.00,8.00000000,8.00000000,CANO/TUBO DESCIDA P/ VAVL. DESCARGA C/JOELHO 38X40MM [G],0,1000600,0,0,0,0,0,0,0,0,0,0,0
5432,5405,39173300,7898550250661,7898550250661,004700,1,1.0000,1.0000,UN,UN,15.00,15.00000000,15.00000000,TUBO LIGACAO WC AJUSTAVEL PVC CROMADO C/ SPUD [BLUKIT],0,1000600,0,0,0,0,0,0,0,0,0,0,0
5433,5405,48182000,0,0,3045,1,5.0000,5.0000,rl,rl,61.50,12.3000,12.3000,TOALHA PAPEL INT. 2D 20X20 PREMIUN C1000 FLS.,0,2004300,0,0,0,0,0,0,0,0,0,0,0
5434,5405,48182000,0,0,3045,1,1.0000,1.0000,rl,rl,13.50,13.5000,13.5000,TOALHA PAPEL INT. 2D 20X20 PREMIUN C1000 FLS.,0,2004300,0,0,0,0,0,0,0,0,0,0,0
5435,5405,48181000,0,0,1565,1,1.0000,1.0000,FR,FR,81.90,81.9000000000,81.9000000000,PAPEL HIGIEN PERSONAL VIP 30M F DUPLA C/64 ROLOS,0,2004300,0,0,0,0,0,0,AD92A467-B4C2-439A-9F3E-80C61B82B6DA,0,0,0,0
5436,5405,48182000,0,0,2237,1,1.0000,1.0000,CX,CX,64.90,64.9000000000,64.9000000000,P TOALHA INTERF SECK LIMP C/5000 100%CEL 23X20 2D 24GR,0,2004500,0,0,0,0,0,0,0,0,0,0,0
5437,5102,96034090,0,0,09712,1,1.0000,1.0000,KT,KT,36.00,36.0000000000,36.0000000000,KIT AT 2004 ROLO RENDEPLUS/GARFO/BANDEJA    ATLAS,0,2803600,0,0,0,0,0,0,0,0,0,0,0
5438,5102,68052000,1000412040280,1000412040280,04028,1,1.0000,1.0000,MT,MT,4.50,4.5000000000,4.5000000000,LIXA PAPEL 100 G.342 MT             ALCAR,0,2804300,0,0,0,0,0,0,0,0,0,0,0
5439,5102,32141020,7891260028728,7891260028728,04247,1,1.0000,1.0000,QT,QT,13.90,13.9000000000,13.9000000000,"MASSA CORRIDA  0,9L  SUVINIL - ONU : (030)",0,2400100,0,0,0,0,0,0,0,0,0,0,0
5440,5405,32091010,0,0,08843,1,1.0000,1.0000,LT,LT,50.00,50.0000000000,50.0000000000,"READYMIX RM005 CAMURCA - 715533 BASE B ACR T SEDA 0,81L   SELF   NOVO 2015 LT - ONU : (030)",0,2400100,0,0,0,0,0,0,0,0,0,0,0
5441,5405,32091010,0,0,08842,1,2.0000,2.0000,GL,GL,179.80,89.9000000000,89.9000000000,"SELFCOLOR F106 METROPOLE - 694678 BASE A ACR T SEDA 3,24L   SELF   NOVO 2015 GL - ONU : (030)",0,2400100,0,0,0,0,0,0,0,0,0,0,0
5442,5405,27101932,SEM GTIN,SEM GTIN,00000091,1,6.9000,6.9000,LT,LT,248.40,36.0000000000,36.0000000000,LUB MOTORCRAFT 5 W 30 SINTETICO,0,0600700,0,0,0,0,0,0,0,0,0,0,0
5443,5405,84212300,SEM GTIN,SEM GTIN,00000109,1,1.0000,1.0000,PC,PC,36.00,36.0000000000,36.0000000000,CH9973ECO -FRAM- FILTRO DE OLEO,0,0103700,0,0,0,0,0,0,0,0,0,0,0
5444,5405,84213990,SEM GTIN,SEM GTIN,00000588,1,1.0000,1.0000,PC,PC,60.00,60.0000000000,60.0000000000,AKX35178 WEGA FILTRO CABINE FORD TRANS,0,0109500,0,0,0,0,0,0,0,0,0,0,0
5445,5405,84212990,SEM GTIN,SEM GTIN,00000712,1,1.0000,1.0000,PC,PC,95.00,95.0000000000,95.0000000000,FCD0185 WEGA FILTR COMB TRANSIT,0,0103900,0,0,0,0,0,0,0,0,0,0,0
5446,5405,85044029,0,0,58923,1,1.0000,1.0000,PC,PC,57.90,57.90000000,57.90000000,FONTE 24V 500MA AC P MINI CAMERA UNITEL,0,0,0,0,0,0,0,0,0,0,0,0,0
5447,5405,85361000,0,0,10146,1,5.0000,5.0000,PC,PC,5.00,1.00000000,1.00000000,FUSIVEL 10A VM 2CM X 1CM LAMINA,0,0,0,0,0,0,0,0,0,0,0,0,0
5448,5102,40091100,0,0,546,1,1.00,1.00,UN,UN,119.00,119.00,119.00,FLEX BAR,0,0,0,0,0,0,0,0,0,0,0,0,0
5449,5102,95069900,0,0,552,1,1.00,1.00,UN,UN,139.90,139.90,139.90,CANDO WEB - DISCO DE BORRACHA PARA EXERCICIO,0,0,0,0,0,0,0,0,0,0,0,0,0
5450,5102,44111410,SEM GTIN,SEM GTIN,2763,1,1.0000,1.0000,CH,CH,117.00,117.0000000000,117.0000000000,MDF CRU 15MM  MDF15,0,2805700,1,0,0,0,0,0,0,0,0,0,0
5451,5933,00000000,SEM GTIN,SEM GTIN,645508,1,1.0000,1.0000,UN,UN,4.90,4.9000000000,4.9000000000,CORTE CHAPA PARA TRANSPORTE  CCT,0,0,2,0,0,0,0,RS051006,0,0,0,0,0
5452,5102,19052090,0,0,1704,1,20.0000,20.0000,UN,UN,29.20,1.4600000000,1.4600000000,CANAPE DE PARMA,0,0,0,0,0,0,0,0,0,0,0,0,0
5453,5102,19052090,0,0,1706,1,20.0000,20.0000,UN,UN,29.20,1.4600000000,1.4600000000,CANAPE T.SECO BATATA PALHA,0,0,0,0,0,0,0,0,0,0,0,0,0
5454,5102,19052090,0,0,1804,1,20.0000,20.0000,UN,UN,26.40,1.3200000000,1.3200000000,MINI QUICHE LORRAINE QJO/BACON,0,0,0,0,0,0,0,0,0,0,0,0,0
5455,5102,19052090,0,0,1810,1,20.0000,20.0000,UN,UN,39.60,1.9800000000,1.9800000000,TARTELETE DE DAMASCO C/ QUEIJO,0,0,0,0,0,0,0,0,0,0,0,0,0
5456,5102,19052090,0,0,1709,1,20.0000,20.0000,UN,UN,26.40,1.3200000000,1.3200000000,VOL-AU-VENT COM BERINJELA,0,0,0,0,0,0,0,0,0,0,0,0,0
5457,5929,85365090,7891435042795,7891435042795,5771,1,1.0000,1.0000,UN,UN,4.50,4.5000000000,4.5000000000,MODULO INTER. SIMPLES ( TRAMONTINA ) (DIF12697 ),0,1200400,0,0,0,0,0,0,0,0,0,0,0
5458,5929,85365090,7891435064131,7891435064131,6123,1,1.0000,1.0000,Un,Un,5.17,5.1700000000,5.1700000000,MODULO TOMADA 10 AMP TRAMONT 57115/030,0,0107000,0,0,0,0,0,0,0,0,0,0,0
5459,5929,39259090,7891435042979,7891435042979,5836,1,1.0000,1.0000,UN,UN,0.60,0.6000000000,0.6000000000,MODULO CEGO (TRAMONTINA-UNID ) 57115/090,0,1001600,0,0,0,0,0,0,0,0,0,0,0
5460,5929,39259090,7898366083163,7898366083163,843,1,1.0000,1.0000,PC,PC,6.82,6.8200000000,6.8200000000,MODULO PLACA C/ BASTIDOR 4X2 ( PEZZI ) REF-14648,0,1001700,0,0,0,0,0,0,0,0,0,0,0
5461,5929,39241000,0000000000956,0000000000956,6862,1,4.0000,4.0000,Un,Un,44.20,11.0500000000,11.0500000000,TORN FILTRO C/ ESPERA P/ MANG,0,1001400,0,0,0,0,0,0,0,0,0,0,0
5462,5101,01012100,SEM GTIN,SEM GTIN,009,1,2.0000,2.0000,UN,UN,10.00,5.0000,5.0000,NOTA FISCAL EMITIDA EM AMBIENTE DE HOMOLOGACAO - SEM VALOR FISCAL,0,0,0,0,0,0,0,0,0,0,0,0,0
5463,5102,02109911,SEM GTIN,SEM GTIN,017,1,1.0000,1.0000,UN,UN,3.00,3.0000,3.0000,COMBO1,0,0,0,0,0,0,0,0,0,0,0,0,0
5464,5101,02109911,SEM GTIN,SEM GTIN,999,1,1.3000,1.3000,UN,UN,1.30,1.0000,1.0000,SERVICO,0,0,0,0,0,0,0,0,0,0,0,0,0
5465,1202,39249000,07898335077827,0,88358676,1,1.0000,1.0000,UN,UN,9.99,9.9900000000,9.9900000000,"CAIXA PLAST INC 6X9X12,8 400ML BEL UN 0001 UN",0,0,0,0,0,0,0,0,0,0,0,0,0
5466,1202,39249000,07898335077827,0,88358676,1,1.0000,1.0000,UN,UN,9.99,9.9900000000,9.9900000000,"CAIXA PLAST INC 6X9X12,8 400ML BEL UN 0001 UN",0,0,0,0,0,0,0,0,0,0,0,0,0
5467,1202,39249000,07896539202915,0,86661050,1,1.0000,1.0000,UN,UN,12.90,12.9000000000,12.9000000000,"CAIXA PLASTICA INC 4X8X19CM 1,47L DIVI 9 UN 0001 UN",0,0,0,0,0,0,0,0,0,0,0,0,0
5468,1202,39249000,07896539202915,0,86661050,1,1.0000,1.0000,UN,UN,12.90,12.9000000000,12.9000000000,"CAIXA PLASTICA INC 4X8X19CM 1,47L DIVI 9 UN 0001 UN",0,0,0,0,0,0,0,0,0,0,0,0,0
5469,1202,39249000,07896539202915,0,86661050,1,1.0000,1.0000,UN,UN,12.90,12.9000000000,12.9000000000,"CAIXA PLASTICA INC 4X8X19CM 1,47L DIVI 9 UN 0001 UN",0,0,0,0,0,0,0,0,0,0,0,0,0
5470,5405,82023100,0,0,4560103,1,1.0000,1.0000,PC,PC,38.00,38.0000000000,38.0000000000,"LAMINA P/ESQ.P/MAD.e ALUM.21""X18D",0,0800700,0,0,0,0,0,0,0,0,0,0,0
5471,5102,85437099,0,0,6730101,1,10.0000,10.0000,PC,PC,140.00,14.0000000000,14.0000000000,"LAMPADA LED, TIPO BULBO,  6W, BIVOLT, OUROLUX",0,0900500,0,0,0,0,0,0,0,0,0,0,0
5472,5405,39181000,SEM GTIN,SEM GTIN,492,1,56.0000,56.0000,M2,M2,22220.24,396.7900000000,396.7900000000,REVEST PV MODELO RAVENA CUST 1400-2 PRETO-STORM-BLACK,0,1000700,0,0,0,0,0.23,0,0,0,0,0,0
5473,5102,39162000,SEM GTIN,SEM GTIN,529,1,2.0000,2.0000,PC,PC,50.00,25.0000000000,25.0000000000,ACESSORIOS VARAO,0,1000500,0,0,0,0,0,0,0,0,0,0,0
5474,5102,39162000,SEM GTIN,SEM GTIN,530,1,5.0000,5.0000,PC,PC,50.00,10.0000000000,10.0000000000,ACESSORIOS PITON,0,1000500,0,0,0,0,0,0,0,0,0,0,0
5475,5102,39162000,SEM GTIN,SEM GTIN,531,1,180.0000,180.0000,PC,PC,1260.00,7.0000000000,7.0000000000,ACESSORIOS PONTEIRA TERMINAL,0,1000500,0,0,0,0,0.01,0,0,0,0,0,0
5476,5102,40069000,7898550250784,7898550250784,7537,1,1.0000,1.0000,Un,Un,8.42,8.4200000000,8.4200000000,ANEL VED. P/VASO SANIT. BLUKIT C/GUIA,0,0108800,0,0,0,0,0,0,0,0,0,0,0
5477,5102,39173300,7898550250661,7898550250661,6989,1,1.0000,1.0000,Un,Un,16.43,16.4300000000,16.4300000000,TUBO DE LIG AJUST. 230MM CROM BLUKIT,0,0100200,0,0,0,0,0,0,0,0,0,0,0
5478,5102,73181400,7898422204792,7898422204792,1671,1,1.0000,1.0000,UN,UN,9.12,9.1200000000,9.1200000000,PARAF WCL 10 ( CART C/ 2 ) (LATAO -1217),0,1005800,0,0,0,0,0,0,0,0,0,0,0
5479,5102,69109000,7894200768661,7894200768661,2306,1,1.0000,1.0000,UN,UN,129.90,129.9000000000,129.9000000000,BACIA DECA SANIT.CONVENC. ( P-11) BRANCO,0,1003100,0,0,0,0,0,0,0,0,0,0,0
5480,5405,84314200,0,0,337651,1,1.0000,1.0000,PCA,PCA,11.00,11.0000000000,11.0000000000,"GRAV CHASSI ETIQUETA INFORMATIZADA 11,5 X 3,8 CM GA (R)",0,0,0,0,0,0,0,0,0,0,0,0,0
5481,5405,70072100,0,0,309000,1,1.0000,1.0000,PCA,PCA,789.00,789.0000000000,789.0000000000,VID FORD TRANSIT PB 09/ VSF (ACA/S/SGP/SP) $$,0,0101500,0,0,0,0,0,0,0,0,0,0,0
5482,5949,84439933,0,0,80C8XC01LOC,1,1.0000,1.0000,UND,UND,287.59,287.5900000000,287.5900000000,CARTUCHO DE TONER PARA IMPRESSORA LEXMARK CX510/410 CIANO/1LOC,0,2101800,0,0,0,0,0,0,0,0,0,0,0
